[16:15:35:913]	[OPER] Start> Initialize
[23:34:48:776]	[SEND] PICK 16 SLOT 1 ARM B
[23:34:48:843]	[RECV] _ACK
[23:34:51:942]	[RECV] _RDY
[23:34:51:942]	[OPER] End > Pick, Result : Completed
[23:34:52:067]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 6
[23:34:52:071]	[SEND] PLACE 9 SLOT 7 ARM B
[23:34:52:137]	[RECV] _ACK
[23:35:00:053]	[RECV] _RDY
[23:35:00:055]	[OPER] End > Place, Result : Completed
[23:35:00:071]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 12
[23:35:00:079]	[SEND] PICK 4 SLOT 13 ARM A
[23:35:00:147]	[RECV] _ACK
[23:35:07:174]	[RECV] _RDY
[23:35:07:176]	[OPER] End > Pick, Result : Completed
[23:35:07:306]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:35:07:308]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:35:07:387]	[RECV] _ACK
[23:35:10:289]	[RECV] _RDY
[23:35:10:290]	[OPER] End > ApproachForPlace, Result : Completed
[23:35:10:403]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 12
[23:35:10:407]	[SEND] PLACE 13 SLOT 1 ARM A
[23:35:10:475]	[RECV] _ACK
[23:35:14:989]	[RECV] _RDY
[23:35:14:990]	[OPER] End > Place, Result : Completed
[23:35:15:121]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:35:15:124]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:35:15:202]	[RECV] _ACK
[23:35:18:314]	[RECV] _RDY
[23:35:18:314]	[OPER] End > ApproachForPick, Result : Completed
[23:35:18:428]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:35:18:437]	[SEND] PICK 15 SLOT 1 ARM B
[23:35:18:503]	[RECV] _ACK
[23:35:21:591]	[RECV] _RDY
[23:35:21:593]	[OPER] End > Pick, Result : Completed
[23:35:21:719]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 10
[23:35:21:725]	[SEND] PLACE 11 SLOT 11 ARM B
[23:35:21:796]	[RECV] _ACK
[23:35:29:707]	[RECV] _RDY
[23:35:29:708]	[OPER] End > Place, Result : Completed
[23:35:29:843]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:35:29:846]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:35:29:923]	[RECV] _ACK
[23:35:33:135]	[RECV] _RDY
[23:35:33:136]	[OPER] End > ApproachForPick, Result : Completed
[23:35:33:247]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:35:33:256]	[SEND] PICK 16 SLOT 1 ARM B
[23:35:33:322]	[RECV] _ACK
[23:35:36:448]	[RECV] _RDY
[23:35:36:448]	[OPER] End > Pick, Result : Completed
[23:35:36:580]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 7
[23:35:36:584]	[SEND] PLACE 9 SLOT 8 ARM B
[23:35:36:650]	[RECV] _ACK
[23:35:44:560]	[RECV] _RDY
[23:35:44:561]	[OPER] End > Place, Result : Completed
[23:35:44:693]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:35:44:696]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:35:44:775]	[RECV] _ACK
[23:35:47:676]	[RECV] _RDY
[23:35:47:678]	[OPER] End > ApproachForPick, Result : Completed
[23:35:47:787]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:35:47:796]	[SEND] PICK 15 SLOT 1 ARM B
[23:35:47:863]	[RECV] _ACK
[23:35:50:996]	[RECV] _RDY
[23:35:50:997]	[OPER] End > Pick, Result : Completed
[23:35:51:121]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 11
[23:35:51:125]	[SEND] PLACE 11 SLOT 12 ARM B
[23:35:51:197]	[RECV] _ACK
[23:35:59:113]	[RECV] _RDY
[23:35:59:114]	[OPER] End > Place, Result : Completed
[23:35:59:249]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:35:59:251]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:35:59:329]	[RECV] _ACK
[23:36:02:539]	[RECV] _RDY
[23:36:02:540]	[OPER] End > ApproachForPick, Result : Completed
[23:36:02:662]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:36:02:670]	[SEND] PICK 16 SLOT 1 ARM B
[23:36:02:737]	[RECV] _ACK
[23:36:05:866]	[RECV] _RDY
[23:36:05:867]	[OPER] End > Pick, Result : Completed
[23:36:06:002]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 8
[23:36:06:006]	[SEND] PLACE 9 SLOT 9 ARM B
[23:36:06:072]	[RECV] _ACK
[23:36:13:993]	[RECV] _RDY
[23:36:13:993]	[OPER] End > Place, Result : Completed
[23:36:14:122]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:36:14:124]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:36:14:202]	[RECV] _ACK
[23:36:17:103]	[RECV] _RDY
[23:36:17:105]	[OPER] End > ApproachForPick, Result : Completed
[23:36:17:221]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:36:17:234]	[SEND] PICK 15 SLOT 1 ARM B
[23:36:17:301]	[RECV] _ACK
[23:36:20:441]	[RECV] _RDY
[23:36:20:441]	[OPER] End > Pick, Result : Completed
[23:36:20:459]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 12
[23:36:20:463]	[SEND] PLACE 11 SLOT 13 ARM B
[23:36:20:535]	[RECV] _ACK
[23:36:28:450]	[RECV] _RDY
[23:36:28:452]	[OPER] End > Place, Result : Completed
[23:36:28:585]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:36:28:587]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:36:28:665]	[RECV] _ACK
[23:36:31:875]	[RECV] _RDY
[23:36:31:875]	[OPER] End > ApproachForPick, Result : Completed
[23:36:31:989]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:36:31:997]	[SEND] PICK 16 SLOT 1 ARM B
[23:36:32:064]	[RECV] _ACK
[23:36:35:204]	[RECV] _RDY
[23:36:35:206]	[OPER] End > Pick, Result : Completed
[23:36:35:223]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 9
[23:36:35:227]	[SEND] PLACE 9 SLOT 10 ARM B
[23:36:35:297]	[RECV] _ACK
[23:36:43:210]	[RECV] _RDY
[23:36:43:212]	[OPER] End > Place, Result : Completed
[23:36:50:539]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 1
[23:36:50:547]	[SEND] PICK 11 SLOT 2 ARM A
[23:36:50:614]	[RECV] _ACK
[23:36:57:642]	[RECV] _RDY
[23:36:57:643]	[OPER] End > Pick, Result : Completed
[23:36:57:771]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:36:57:773]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:36:57:850]	[RECV] _ACK
[23:37:00:755]	[RECV] _RDY
[23:37:00:756]	[OPER] End > ApproachForPlace, Result : Completed
[23:37:00:877]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 1
[23:37:00:881]	[SEND] PLACE 14 SLOT 1 ARM A
[23:37:00:950]	[RECV] _ACK
[23:37:05:467]	[RECV] _RDY
[23:37:05:469]	[OPER] End > Place, Result : Completed
[23:37:05:598]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 2
[23:37:05:606]	[SEND] PICK 11 SLOT 3 ARM A
[23:37:05:673]	[RECV] _ACK
[23:37:13:529]	[RECV] _RDY
[23:37:13:531]	[OPER] End > Pick, Result : Completed
[23:37:13:656]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:37:13:658]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:37:13:738]	[RECV] _ACK
[23:37:16:641]	[RECV] _RDY
[23:37:16:642]	[OPER] End > ApproachForPlace, Result : Completed
[23:37:16:759]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 2
[23:37:16:763]	[SEND] PLACE 14 SLOT 1 ARM A
[23:37:16:832]	[RECV] _ACK
[23:37:21:342]	[RECV] _RDY
[23:37:21:344]	[OPER] End > Place, Result : Completed
[23:37:21:467]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 3
[23:37:21:475]	[SEND] PICK 11 SLOT 4 ARM A
[23:37:21:542]	[RECV] _ACK
[23:37:29:391]	[RECV] _RDY
[23:37:29:392]	[OPER] End > Pick, Result : Completed
[23:37:29:523]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:37:29:527]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:37:29:606]	[RECV] _ACK
[23:37:32:509]	[RECV] _RDY
[23:37:32:510]	[OPER] End > ApproachForPlace, Result : Completed
[23:37:32:630]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 3
[23:37:32:635]	[SEND] PLACE 14 SLOT 1 ARM A
[23:37:32:705]	[RECV] _ACK
[23:37:37:217]	[RECV] _RDY
[23:37:37:219]	[OPER] End > Place, Result : Completed
[23:37:37:236]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 0
[23:37:37:245]	[SEND] PICK 4 SLOT 1 ARM A
[23:37:37:311]	[RECV] _ACK
[23:37:45:251]	[RECV] _RDY
[23:37:45:252]	[OPER] End > Pick, Result : Completed
[23:37:45:390]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:37:45:392]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:37:45:470]	[RECV] _ACK
[23:37:48:372]	[RECV] _RDY
[23:37:48:373]	[OPER] End > ApproachForPlace, Result : Completed
[23:37:48:492]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:37:48:497]	[SEND] PLACE 13 SLOT 1 ARM A
[23:37:48:567]	[RECV] _ACK
[23:37:53:088]	[RECV] _RDY
[23:37:53:089]	[OPER] End > Place, Result : Completed
[23:37:53:218]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 1
[23:37:53:225]	[SEND] PICK 4 SLOT 2 ARM A
[23:37:53:290]	[RECV] _ACK
[23:38:01:249]	[RECV] _RDY
[23:38:01:250]	[OPER] End > Pick, Result : Completed
[23:38:01:381]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:38:01:383]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:38:01:459]	[RECV] _ACK
[23:38:04:364]	[RECV] _RDY
[23:38:04:364]	[OPER] End > ApproachForPlace, Result : Completed
[23:38:04:484]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 1
[23:38:04:488]	[SEND] PLACE 13 SLOT 1 ARM A
[23:38:04:557]	[RECV] _ACK
[23:38:09:086]	[RECV] _RDY
[23:38:09:088]	[OPER] End > Place, Result : Completed
[23:38:09:211]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 2
[23:38:09:219]	[SEND] PICK 4 SLOT 3 ARM A
[23:38:09:283]	[RECV] _ACK
[23:38:17:229]	[RECV] _RDY
[23:38:17:230]	[OPER] End > Pick, Result : Completed
[23:38:17:369]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:38:17:371]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:38:17:449]	[RECV] _ACK
[23:38:20:353]	[RECV] _RDY
[23:38:20:355]	[OPER] End > ApproachForPlace, Result : Completed
[23:38:20:472]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 2
[23:38:20:476]	[SEND] PLACE 13 SLOT 1 ARM A
[23:38:20:545]	[RECV] _ACK
[23:38:25:063]	[RECV] _RDY
[23:38:25:064]	[OPER] End > Place, Result : Completed
[23:38:25:198]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:38:25:200]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:38:25:279]	[RECV] _ACK
[23:38:28:387]	[RECV] _RDY
[23:38:28:388]	[OPER] End > ApproachForPick, Result : Completed
[23:38:28:508]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:38:28:516]	[SEND] PICK 15 SLOT 1 ARM B
[23:38:28:583]	[RECV] _ACK
[23:38:31:673]	[RECV] _RDY
[23:38:31:675]	[OPER] End > Pick, Result : Completed
[23:38:31:797]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 1
[23:38:31:801]	[SEND] PLACE 11 SLOT 2 ARM B
[23:38:31:870]	[RECV] _ACK
[23:38:39:781]	[RECV] _RDY
[23:38:39:782]	[OPER] End > Place, Result : Completed
[23:38:39:797]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 4
[23:38:39:806]	[SEND] PICK 11 SLOT 5 ARM A
[23:38:39:874]	[RECV] _ACK
[23:38:46:348]	[RECV] _RDY
[23:38:46:350]	[OPER] End > Pick, Result : Completed
[23:38:46:486]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:38:46:488]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:38:46:567]	[RECV] _ACK
[23:38:49:471]	[RECV] _RDY
[23:38:49:472]	[OPER] End > ApproachForPlace, Result : Completed
[23:38:49:588]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 4
[23:38:49:592]	[SEND] PLACE 14 SLOT 1 ARM A
[23:38:49:660]	[RECV] _ACK
[23:38:54:170]	[RECV] _RDY
[23:38:54:173]	[OPER] End > Place, Result : Completed
[23:38:54:307]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:38:54:309]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:38:54:389]	[RECV] _ACK
[23:38:57:496]	[RECV] _RDY
[23:38:57:496]	[OPER] End > ApproachForPick, Result : Completed
[23:38:57:609]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:38:57:617]	[SEND] PICK 16 SLOT 1 ARM B
[23:38:57:683]	[RECV] _ACK
[23:39:00:807]	[RECV] _RDY
[23:39:00:807]	[OPER] End > Pick, Result : Completed
[23:39:00:939]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 10
[23:39:00:943]	[SEND] PLACE 9 SLOT 11 ARM B
[23:39:01:012]	[RECV] _ACK
[23:39:08:920]	[RECV] _RDY
[23:39:08:920]	[OPER] End > Place, Result : Completed
[23:39:08:936]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 3
[23:39:08:944]	[SEND] PICK 4 SLOT 4 ARM A
[23:39:09:009]	[RECV] _ACK
[23:39:15:418]	[RECV] _RDY
[23:39:15:420]	[OPER] End > Pick, Result : Completed
[23:39:15:553]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:39:15:555]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:39:15:633]	[RECV] _ACK
[23:39:18:536]	[RECV] _RDY
[23:39:18:536]	[OPER] End > ApproachForPlace, Result : Completed
[23:39:18:657]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 3
[23:39:18:661]	[SEND] PLACE 13 SLOT 1 ARM A
[23:39:18:732]	[RECV] _ACK
[23:39:23:246]	[RECV] _RDY
[23:39:23:246]	[OPER] End > Place, Result : Completed
[23:39:23:385]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:39:23:387]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:39:23:466]	[RECV] _ACK
[23:39:26:574]	[RECV] _RDY
[23:39:26:575]	[OPER] End > ApproachForPick, Result : Completed
[23:39:26:694]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:39:26:702]	[SEND] PICK 15 SLOT 1 ARM B
[23:39:26:769]	[RECV] _ACK
[23:39:29:900]	[RECV] _RDY
[23:39:29:900]	[OPER] End > Pick, Result : Completed
[23:39:30:036]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 2
[23:39:30:040]	[SEND] PLACE 11 SLOT 3 ARM B
[23:39:30:109]	[RECV] _ACK
[23:39:38:029]	[RECV] _RDY
[23:39:38:030]	[OPER] End > Place, Result : Completed
[23:39:38:045]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 5
[23:39:38:053]	[SEND] PICK 11 SLOT 6 ARM A
[23:39:38:119]	[RECV] _ACK
[23:39:44:593]	[RECV] _RDY
[23:39:44:594]	[OPER] End > Pick, Result : Completed
[23:39:44:719]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:39:44:721]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:39:44:800]	[RECV] _ACK
[23:39:47:703]	[RECV] _RDY
[23:39:47:704]	[OPER] End > ApproachForPlace, Result : Completed
[23:39:47:824]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 5
[23:39:47:829]	[SEND] PLACE 14 SLOT 1 ARM A
[23:39:47:898]	[RECV] _ACK
[23:39:52:432]	[RECV] _RDY
[23:39:52:433]	[OPER] End > Place, Result : Completed
[23:39:52:564]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:39:52:566]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:39:52:645]	[RECV] _ACK
[23:39:55:753]	[RECV] _RDY
[23:39:55:753]	[OPER] End > ApproachForPick, Result : Completed
[23:39:55:868]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:39:55:877]	[SEND] PICK 16 SLOT 1 ARM B
[23:39:55:944]	[RECV] _ACK
[23:39:59:078]	[RECV] _RDY
[23:39:59:079]	[OPER] End > Pick, Result : Completed
[23:39:59:214]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 11
[23:39:59:218]	[SEND] PLACE 9 SLOT 12 ARM B
[23:39:59:286]	[RECV] _ACK
[23:40:07:200]	[RECV] _RDY
[23:40:07:202]	[OPER] End > Place, Result : Completed
[23:40:07:218]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 4
[23:40:07:226]	[SEND] PICK 4 SLOT 5 ARM A
[23:40:07:292]	[RECV] _ACK
[23:40:13:679]	[RECV] _RDY
[23:40:13:680]	[OPER] End > Pick, Result : Completed
[23:40:13:817]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:40:13:819]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:40:13:898]	[RECV] _ACK
[23:40:16:799]	[RECV] _RDY
[23:40:16:800]	[OPER] End > ApproachForPlace, Result : Completed
[23:40:16:911]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 4
[23:40:16:916]	[SEND] PLACE 13 SLOT 1 ARM A
[23:40:16:985]	[RECV] _ACK
[23:40:21:498]	[RECV] _RDY
[23:40:21:499]	[OPER] End > Place, Result : Completed
[23:40:21:633]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:40:21:635]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:40:21:714]	[RECV] _ACK
[23:40:24:823]	[RECV] _RDY
[23:40:24:824]	[OPER] End > ApproachForPick, Result : Completed
[23:40:24:945]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:40:24:953]	[SEND] PICK 15 SLOT 1 ARM B
[23:40:25:021]	[RECV] _ACK
[23:40:28:143]	[RECV] _RDY
[23:40:28:144]	[OPER] End > Pick, Result : Completed
[23:40:28:277]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 3
[23:40:28:281]	[SEND] PLACE 11 SLOT 4 ARM B
[23:40:28:350]	[RECV] _ACK
[23:40:36:261]	[RECV] _RDY
[23:40:36:261]	[OPER] End > Place, Result : Completed
[23:40:36:276]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 6
[23:40:36:285]	[SEND] PICK 11 SLOT 7 ARM A
[23:40:36:352]	[RECV] _ACK
[23:40:42:835]	[RECV] _RDY
[23:40:42:838]	[OPER] End > Pick, Result : Completed
[23:40:42:975]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:40:42:977]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:40:43:055]	[RECV] _ACK
[23:40:45:958]	[RECV] _RDY
[23:40:45:960]	[OPER] End > ApproachForPlace, Result : Completed
[23:40:46:084]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 6
[23:40:46:088]	[SEND] PLACE 14 SLOT 1 ARM A
[23:40:46:156]	[RECV] _ACK
[23:40:50:676]	[RECV] _RDY
[23:40:50:677]	[OPER] End > Place, Result : Completed
[23:40:50:802]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:40:50:804]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:40:50:884]	[RECV] _ACK
[23:40:53:991]	[RECV] _RDY
[23:40:53:991]	[OPER] End > ApproachForPick, Result : Completed
[23:40:54:104]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:40:54:113]	[SEND] PICK 16 SLOT 1 ARM B
[23:40:54:180]	[RECV] _ACK
[23:40:57:309]	[RECV] _RDY
[23:40:57:310]	[OPER] End > Pick, Result : Completed
[23:40:57:440]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 12
[23:40:57:444]	[SEND] PLACE 9 SLOT 13 ARM B
[23:40:57:514]	[RECV] _ACK
[23:41:05:431]	[RECV] _RDY
[23:41:05:432]	[OPER] End > Place, Result : Completed
[23:41:05:448]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 5
[23:41:05:456]	[SEND] PICK 4 SLOT 6 ARM A
[23:41:05:521]	[RECV] _ACK
[23:41:11:920]	[RECV] _RDY
[23:41:11:922]	[OPER] End > Pick, Result : Completed
[23:41:12:053]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:41:12:055]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:41:12:134]	[RECV] _ACK
[23:41:15:036]	[RECV] _RDY
[23:41:15:037]	[OPER] End > ApproachForPlace, Result : Completed
[23:41:15:153]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 5
[23:41:15:157]	[SEND] PLACE 13 SLOT 1 ARM A
[23:41:15:226]	[RECV] _ACK
[23:41:19:751]	[RECV] _RDY
[23:41:19:752]	[OPER] End > Place, Result : Completed
[23:41:19:880]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:41:19:882]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:41:19:960]	[RECV] _ACK
[23:41:23:071]	[RECV] _RDY
[23:41:23:073]	[OPER] End > ApproachForPick, Result : Completed
[23:41:23:185]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:41:23:194]	[SEND] PICK 15 SLOT 1 ARM B
[23:41:23:261]	[RECV] _ACK
[23:41:26:377]	[RECV] _RDY
[23:41:26:377]	[OPER] End > Pick, Result : Completed
[23:41:26:509]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 4
[23:41:26:513]	[SEND] PLACE 11 SLOT 5 ARM B
[23:41:26:582]	[RECV] _ACK
[23:41:34:492]	[RECV] _RDY
[23:41:34:494]	[OPER] End > Place, Result : Completed
[23:41:34:509]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 7
[23:41:34:517]	[SEND] PICK 11 SLOT 8 ARM A
[23:41:34:584]	[RECV] _ACK
[23:41:41:080]	[RECV] _RDY
[23:41:41:080]	[OPER] End > Pick, Result : Completed
[23:41:41:213]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:41:41:217]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:41:41:296]	[RECV] _ACK
[23:41:44:197]	[RECV] _RDY
[23:41:44:197]	[OPER] End > ApproachForPlace, Result : Completed
[23:41:44:312]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 7
[23:41:44:317]	[SEND] PLACE 14 SLOT 1 ARM A
[23:41:44:387]	[RECV] _ACK
[23:41:48:909]	[RECV] _RDY
[23:41:48:910]	[OPER] End > Place, Result : Completed
[23:41:49:040]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:41:49:042]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:41:49:121]	[RECV] _ACK
[23:41:52:227]	[RECV] _RDY
[23:41:52:227]	[OPER] End > ApproachForPick, Result : Completed
[23:41:52:348]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:41:52:356]	[SEND] PICK 16 SLOT 1 ARM B
[23:41:52:423]	[RECV] _ACK
[23:41:55:533]	[RECV] _RDY
[23:41:55:535]	[OPER] End > Pick, Result : Completed
[23:41:55:667]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 1
[23:41:55:671]	[SEND] PLACE 9 SLOT 2 ARM B
[23:41:55:737]	[RECV] _ACK
[23:42:03:647]	[RECV] _RDY
[23:42:03:648]	[OPER] End > Place, Result : Completed
[23:42:03:663]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 6
[23:42:03:671]	[SEND] PICK 4 SLOT 7 ARM A
[23:42:03:736]	[RECV] _ACK
[23:42:10:626]	[RECV] _RDY
[23:42:10:627]	[OPER] End > Pick, Result : Completed
[23:42:10:761]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:42:10:764]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:42:10:845]	[RECV] _ACK
[23:42:13:747]	[RECV] _RDY
[23:42:13:749]	[OPER] End > ApproachForPlace, Result : Completed
[23:42:13:867]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 6
[23:42:13:872]	[SEND] PLACE 13 SLOT 1 ARM A
[23:42:13:942]	[RECV] _ACK
[23:42:18:465]	[RECV] _RDY
[23:42:18:466]	[OPER] End > Place, Result : Completed
[23:42:18:603]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:42:18:605]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
